GKGRECORDID,V2DATE,V1Persons
20150425193000-434,2015-04-25T19:30:00.000+02:00,
20150425194500-342,2015-04-25T19:45:00.000+02:00,rohan anand;carsten lillelund pedersen;nima namgyal;alex gavan;sophia bush;jon krakauer;susan reiter;dan fredinburg
20150425194500-825,2015-04-25T19:45:00.000+02:00,nepalquake ifrcasiapacific;ed joyce edjoyce;daniel mazur;preeti singh;alex gavan;alex gavan alex
20150425201500-452,2015-04-25T20:15:00.000+02:00,bharti airtel
20150425203000-1499,2015-04-25T20:30:00.000+02:00,
20150425203000-486,2015-04-25T20:30:00.000+02:00,david acheson;ben jerry;robert tauxe;john lowe;sandra eskin;barack obama;tony dejak
20150425211500-1069,2015-04-25T21:15:00.000+02:00,paul erlich;mark perry;s dillon ripley;richard lindzen;santa barbara;kenneth watt;lawrence torcello;pope francis
20150425211500-1189,2015-04-25T21:15:00.000+02:00,james jackson;seth borenstein;david wald;hari ghi
20150425211500-1224,2015-04-25T21:15:00.000+02:00,subhash acharya;manesh shrestha;joe mcenness
20150425213000-782,2015-04-25T21:30:00.000+02:00,carsten lillelund pedersen;glomnes johansen;jelle veyt;marin clark;shrish vaidya;deepak rauniar;ang tshering;sushil koirala
20150425213000-979,2015-04-25T21:30:00.000+02:00,dave hahn;eric simonson
20150425214500-175,2015-04-25T21:45:00.000+02:00,rajendra pachauri;john kerry;christiana figueres;energycharles mcconnell;judith currytestified
20150425220000-249,2015-04-25T22:00:00.000+02:00,munir ahmed;glomnes johansen;seth borenstein;vikas swarup;jan m olsen;irina bokova;deepak rauniar;ang tshering;carsten lillelund pedersen;yuvraj khadka;jelle veyt;shiwani neupane;marin clark;shrish vaidya;sushil koirala
20150425221500-1025,2015-04-25T22:15:00.000+02:00,
20150425221500-1069,2015-04-25T22:15:00.000+02:00,baltimore sandtown;justice allah;andre bazeman;anthony batts;dante acree;tanya peacher;malik shabazz;leonard patterson
20150425224500-1140,2015-04-25T22:45:00.000+02:00,john kerry;bernadette meehan
20150425231500-376,2015-04-25T23:15:00.000+02:00,sudarshan patnaik
20150425233000-1146,2015-04-25T23:30:00.000+02:00,gordon janow;mount khumbutse;azim afif;gurinder osan;tenzing norgay;edmund hillary;karly domb sadof;mount kumori;gyanendra shrestha;dan fredinburg;jody kurash;ang tshering
20150425233000-374,2015-04-25T23:30:00.000+02:00,julie bishop;siobhan heanue;priscillaanne forder;ballantyne forder;alyssa azar;priscilla-anne forder;deborah forder
20150425233000-556,2015-04-25T23:30:00.000+02:00,
20150425001500-358,2015-04-25T00:15:00.000+02:00,
20150425003000-1765,2015-04-25T00:30:00.000+02:00,ben jerry;sandra eskin;barack obama;jeff ventura;mary clare jalonick;david acheson;robert tauxe;john lowe
20150425004500-368,2015-04-25T00:45:00.000+02:00,bob dudley;adam sieminski;rex tillerson;gina mccarthy;kurt barrow;patrick pouyanne
20150425004500-568,2015-04-25T00:45:00.000+02:00,
20150425010000-683,2015-04-25T01:00:00.000+02:00,prakash kumar nanda
20150425013000-1079,2015-04-25T01:30:00.000+02:00,jamie knutson
20150425023000-899,2015-04-25T02:30:00.000+02:00,los angeles;edward garton;alex dobuzinskis;sandra maler;sally jewell
20150425053000-725,2015-04-25T05:30:00.000+02:00,rodrigo alvarez
20150425061500-1320,2015-04-25T06:15:00.000+02:00,
20150425070000-1197,2015-04-25T07:00:00.000+02:00,
20150425070000-1230,2015-04-25T07:00:00.000+02:00,
20150425070000-1363,2015-04-25T07:00:00.000+02:00,john pappalardo;ernest terry stockwell;mark leach;peter baker;john bullard
20150425071500-786,2015-04-25T07:15:00.000+02:00,piacenza emilia romagna;peter pan;thompson morgan;nigel slater
20150425074500-1633,2015-04-25T07:45:00.000+02:00,
20150425074500-878,2015-04-25T07:45:00.000+02:00,mohammad shahab;munir ahmed;minendra rijal
20150425080000-731,2015-04-25T08:00:00.000+02:00,ben jerry;sandra eskin;barack obama;jeff ventura;mary clare jalonick;david acheson;robert tauxe;john lowe
20150425084500-1351,2015-04-25T08:45:00.000+02:00,ben jerry;sandra eskin;barack obama;jeff ventura;mary clare jalonick;david acheson;robert tauxe;john lowe
20150425090000-1180,2015-04-25T09:00:00.000+02:00,mohammad shahab;munir ahmed;minendra rijal
20150425094500-1406,2015-04-25T09:45:00.000+02:00,
20150425094500-300,2015-04-25T09:45:00.000+02:00,
20150425100000-1133,2015-04-25T10:00:00.000+02:00,abhay kumar
20150425100000-734,2015-04-25T10:00:00.000+02:00,lachit nagar
20150425111500-962,2015-04-25T11:15:00.000+02:00,niranjan shrestha
20150425114500-451,2015-04-25T11:45:00.000+02:00,jelle veyt;pushpa das;carsten lillelund pedersen;ang tshering
20150425120000-1234,2015-04-25T12:00:00.000+02:00,rajnath singh;nitish kumar;bapu nagar;barkat nagar
20150425121500-470,2015-04-25T12:15:00.000+02:00,
20150425121500-782,2015-04-25T12:15:00.000+02:00,laxman singh rathore;azim afif;dinesh acharya;kamal singh bam;anupa shrestha;rizal zulkapli;minendra rijal
20150425123000-630,2015-04-25T12:30:00.000+02:00,
20150425124500-1127,2015-04-25T12:45:00.000+02:00,laxmi dhakal;nawaz sharif;pushpa das;carsten lillelund pedersen;munir ahmed;seth borenstein;jan m olsen;jelle veyt;jenny adhikari;liz satow;ang tshering
20150425133000-121,2015-04-25T13:30:00.000+02:00,james cook;samuel a cooke
20150425133000-447,2015-04-25T13:30:00.000+02:00,nitish kumar
20150425134500-600,2015-04-25T13:45:00.000+02:00,robin trygg;carsten lillelund pedersen;glomnes johansen;thomas frese carlsen;muneeza naqvi;edmund hillary;jan m olsen;tenzing norgay;gyanendra shretha;jenny adhikari;ang tshering
20150425140000-763,2015-04-25T14:00:00.000+02:00,robin trygg;carsten lillelund pedersen;glomnes johansen;thomas frese carlsen;muneeza naqvi;edmund hillary;jan m olsen;tenzing norgay;gyanendra shretha;jenny adhikari;ang tshering
20150425143000-501,2015-04-25T14:30:00.000+02:00,dennis whedbee
20150425144500-1539,2015-04-25T14:45:00.000+02:00,david acheson;ben jerry;robert tauxe;john lowe;sandra eskin;barack obama;jeff ventura
20150425144500-244,2015-04-25T14:45:00.000+02:00,mike baird;gladys berejiklian
20150425144500-339,2015-04-25T14:45:00.000+02:00,laxmi dhakal;ang tshering
20150425144500-594,2015-04-25T14:45:00.000+02:00,darbar square;lakshmi prasad dhakal;kamal singh bam;abhay kumar
20150425144500-868,2015-04-25T14:45:00.000+02:00,edmund hillary;tenzing norgay;seth borenstein;paul earle
20150425150000-1068,2015-04-25T15:00:00.000+02:00,bhimsen thapa
20150425151500-1295,2015-04-25T15:15:00.000+02:00,mamata banerjee;punit yadav
20150425151500-428,2015-04-25T15:15:00.000+02:00,tulasi prasad gautam;laxmi prasad dhakal;rajiv pratap rudy;kashish das shrestha
20150425153000-449,2015-04-25T15:30:00.000+02:00,pranab mukherjee
20150425160000-841,2015-04-25T16:00:00.000+02:00,rupam jain nair;krista mahr;daniel mazur;alex gavan;ruma paul;mark heinrich;manoj chaurasia;mohan krishna sapkota;king birendra shah;serajul quadir;gopal sharma;douglas busvine;mayank bhardwaj;andrew macaskill;sanjeev miglani;kevin liffey;sharat pradhan
20150425161500-1467,2015-04-25T16:15:00.000+02:00,hemanta kumar nath
20150425161500-1707,2015-04-25T16:15:00.000+02:00,
20150425164500-1005,2015-04-25T16:45:00.000+02:00,frances kerry;lisa lambert
20150425164500-700,2015-04-25T16:45:00.000+02:00,mount khumbutse;ang tshering
20150425170000-211,2015-04-25T17:00:00.000+02:00,shiwani neupane;manesh shrestha;kanak masni;alex gavan
20150425171500-1082,2015-04-25T17:15:00.000+02:00,michael vassiliadis;jane baird;caroline copley
20150425171500-346,2015-04-25T17:15:00.000+02:00,
20150425171500-807,2015-04-25T17:15:00.000+02:00,shiwani neupane;brabim kumar;kashish das shrestha
20150425184500-1253,2015-04-25T18:45:00.000+02:00,anjani kumar singh
20150425200000-724,2015-04-25T20:00:00.000+02:00,john kerry;bernadette meehan
20150425200000-849,2015-04-25T20:00:00.000+02:00,
20150425201500-1248,2015-04-25T20:15:00.000+02:00,angela merkel;mica bevington;uma mysorekar;david cameron;ben pickering;cardinal pietro parolin;jan m olsen;jim fitzgerald;pope francis;michael j nyenhuis;john kerry;francois hollande;karl ritter;boerge brende;neal keny-guyer;angela charlton
20150425203000-820,2015-04-25T20:30:00.000+02:00,bharti airtel;anupam shrivastava;ravi shankar prasad
20150425204500-1426,2015-04-25T20:45:00.000+02:00,lakshmi iyer;mamata banerjee
20150425211500-15,2015-04-25T21:15:00.000+02:00,lucy jacobson
20150425211500-48,2015-04-25T21:15:00.000+02:00,subhash acharya;manesh shrestha;joe mcenness
20150425214500-1102,2015-04-25T21:45:00.000+02:00,mount manaslu
20150425221500-102,2015-04-25T22:15:00.000+02:00,glomnes johansen;munir ahmed;seth borenstein;vikas swarup;jan m olsen;irina bokova;deepak rauniar;ang tshering;carsten lillelund pedersen;yuvraj khadka;jelle veyt;shiwani neupane;marin clark;shrish vaidya;sushil koirala
20150425221500-187,2015-04-25T22:15:00.000+02:00,carsten lillelund pedersen;munir ahmed;glomnes johansen;seth borenstein;zhou shengping xinhua;jan m olsen;jelle veyt;marin clark;deepak rauniar;shrish vaidya;sushil koirala;ang tshering
20150425223000-1037,2015-04-25T22:30:00.000+02:00,rohan anand;carsten lillelund pedersen;jim whittaker;nima namgyal;alex gavan;sophia bush;jon krakauer;susan reiter;dan fredinburg;leif whittaker
20150425224500-443,2015-04-25T22:45:00.000+02:00,hsin-hua huang;robert b smith
20150425231500-1300,2015-04-25T23:15:00.000+02:00,mount manaslu
20150425233000-1105,2015-04-25T23:30:00.000+02:00,james jackson;hari ghi
20150425234500-199,2015-04-25T23:45:00.000+02:00,laxmi dhakal;queen lalit tripura sundari;bhimsen thapa;paul earle
20150425001500-1546,2015-04-25T00:15:00.000+02:00,
20150425004500-1891,2015-04-25T00:45:00.000+02:00,bob dudley;adam sieminski;rex tillerson;gina mccarthy;kurt barrow;patrick pouyanne
20150425010000-1177,2015-04-25T01:00:00.000+02:00,stephen harper;philippe couillard;kathleen wynne
20150425010000-1930,2015-04-25T01:00:00.000+02:00,stephen harper;philippe couillard;kathleen wynne
20150425041500-583,2015-04-25T04:15:00.000+02:00,harry swain;wendy holm
20150425041500-795,2015-04-25T04:15:00.000+02:00,
20150425043000-626,2015-04-25T04:30:00.000+02:00,chris stadelman;earl ray tomblin
20150425044500-328,2015-04-25T04:45:00.000+02:00,doris lee;david hurley;mike baird;dick smith
20150425050000-681,2015-04-25T05:00:00.000+02:00,nazri khan adam khan;zeti akhtar aziz
20150425071500-349,2015-04-25T07:15:00.000+02:00,mohammad shahab;munir ahmed;muneeza naqvi
20150425073000-558,2015-04-25T07:30:00.000+02:00,
20150425074500-1303,2015-04-25T07:45:00.000+02:00,mohammad shahab
20150425074500-1320,2015-04-25T07:45:00.000+02:00,mohammad shahab;munir ahmed;minendra rijal
20150425074500-705,2015-04-25T07:45:00.000+02:00,tracey fitzgibbon
20150425074500-707,2015-04-25T07:45:00.000+02:00,ben jerry;sandra eskin;barack obama;jeff ventura;mary clare jalonick;david acheson;robert tauxe;john lowe
20150425080000-246,2015-04-25T08:00:00.000+02:00,mohammad shahab
20150425081500-749,2015-04-25T08:15:00.000+02:00,dennis wyatt
20150425084500-120,2015-04-25T08:45:00.000+02:00,
20150425084500-205,2015-04-25T08:45:00.000+02:00,mohammad shahab;munir ahmed;minendra rijal
20150425094500-1149,2015-04-25T09:45:00.000+02:00,mohammad shahab;minendra rijal
20150425094500-1287,2015-04-25T09:45:00.000+02:00,qutub minar
20150425100000-907,2015-04-25T10:00:00.000+02:00,
20150425101500-759,2015-04-25T10:15:00.000+02:00,
20150425103000-1009,2015-04-25T10:30:00.000+02:00,pushpa das;navesh chitrakar
20150425103000-1085,2015-04-25T10:30:00.000+02:00,john grunsfeld
20150425103000-866,2015-04-25T10:30:00.000+02:00,adnan z amin;roland roesch
20150425110000-1111,2015-04-25T11:00:00.000+02:00,nawaz sharif;robin trygg;pushpa das;munir ahmed;jan m olsen;cho oyu;jenny adhikari;ang tshering
20150425113000-683,2015-04-25T11:30:00.000+02:00,nawaz sharif;robin trygg;pushpa das;munir ahmed;jan m olsen;niranjan shrestha;cho oyu;jenny adhikari;ang tshering
20150425120000-556,2015-04-25T12:00:00.000+02:00,george pullman
20150425120000-60,2015-04-25T12:00:00.000+02:00,ben jerry;sandra eskin;barack obama;jeff ventura;mary clare jalonick;david acheson;robert tauxe;john lowe
20150425120000-754,2015-04-25T12:00:00.000+02:00,byas ji;nitish kumar
20150425121500-658,2015-04-25T12:15:00.000+02:00,randy baldwin;muneeza naqvi
20150425123000-788,2015-04-25T12:30:00.000+02:00,jody kurash;ang tshering
20150425124500-327,2015-04-25T12:45:00.000+02:00,rajnath singh;krishna prasad dhakal;daniel mazur;alex gavan;ram narayan pandey
20150425124500-813,2015-04-25T12:45:00.000+02:00,vikas swarup
20150425124500-915,2015-04-25T12:45:00.000+02:00,
20150425130000-435,2015-04-25T13:00:00.000+02:00,pushpa das;julie mccarthy;alex gavan;minendra rijal;ang tshering
20150425130000-79,2015-04-25T13:00:00.000+02:00,mohammadpur khala;chaudhary charan singh;akhilesh yadav;sant kabir nagar
20150425133000-275,2015-04-25T13:30:00.000+02:00,kamal singh bam
20150425134500-1466,2015-04-25T13:45:00.000+02:00,
20150425134500-48,2015-04-25T13:45:00.000+02:00,john howard;maureen darcy;bob mcpherson;anne jarmain;tim irwin;kate hart;david elliott;henry krajewsky;peter beattie
20150425134500-895,2015-04-25T13:45:00.000+02:00,king birendra shah;daniel mazur;mohan krishna sapkota;alex gavan
20150425140000-1394,2015-04-25T14:00:00.000+02:00,dinesh acharya;rahul sharma;prabir bhatt
20150425143000-1316,2015-04-25T14:30:00.000+02:00,laxmi dhakal;nawaz sharif;pushpa das;carsten lillelund pedersen;munir ahmed;seth borenstein;david a rothery;niranjan shrestha;zhou shengping xinhua;jan m olsen;jelle veyt;liz satow;jenny adhikari;ang tshering
20150425143000-1610,2015-04-25T14:30:00.000+02:00,laurence burke;david carter;atlantic ocean;bonnie miller;susan sodor;william v roth;paul hanneman;anthony pratt;ed voigt;james b duke;sam burke;james bailey;superstorm sandy;orrin pilkey;greg miller;david l rehkamp;wyatt hammond;jerry blakeslee
20150425143000-52,2015-04-25T14:30:00.000+02:00,kamal singh bam;anupa shrestha;alex gavan;dharmu subedi;kari cuelenaere;gyanendra kumar shrestha
20150425143000-542,2015-04-25T14:30:00.000+02:00,randy baldwin;muneeza naqvi
20150425143000-649,2015-04-25T14:30:00.000+02:00,dennis whedbee
20150425144500-124,2015-04-25T14:45:00.000+02:00,nawaz sharif;pushpa das;carsten lillelund pedersen;munir ahmed;seth borenstein;david a rothery;jan m olsen;los angeles;jelle veyt;jenny adhikari;ang tshering
20150425144500-1410,2015-04-25T14:45:00.000+02:00,laxman singh rathore;ajit seth
20150425144500-186,2015-04-25T14:45:00.000+02:00,andrew macaskill;rupam jain nair;daniel mazur;mohan krishna sapkota;alex gavan;douglas busvine;kevin liffey
20150425144500-35,2015-04-25T14:45:00.000+02:00,john lowe
20150425153000-132,2015-04-25T15:30:00.000+02:00,
20150425153000-526,2015-04-25T15:30:00.000+02:00,
20150425160000-429,2015-04-25T16:00:00.000+02:00,
20150425160000-464,2015-04-25T16:00:00.000+02:00,kumar vishwas;michael catt michaelcatt;sanjay jha;chopdasaab keisar;swapan seth;scoopwhoop lenskart
20150425160000-505,2015-04-25T16:00:00.000+02:00,
20150425161500-1068,2015-04-25T16:15:00.000+02:00,nawaz sharif;diana khaddaj;pushpa das;carsten lillelund pedersen;david a rothery;los angeles;jelle veyt;jenny adhikari;ang tshering
20150425161500-1131,2015-04-25T16:15:00.000+02:00,edmund hillary;tenzing norgay;seth borenstein;paul earle
20150425161500-155,2015-04-25T16:15:00.000+02:00,gyanendra shrestha;arjun vajpai;mt makalu
20150425161500-514,2015-04-25T16:15:00.000+02:00,randy baldwin;muneeza naqvi
20150425161500-863,2015-04-25T16:15:00.000+02:00,david acheson;ben jerry;robert tauxe;john lowe;sandra eskin;barack obama;jeff ventura
20150425161500-888,2015-04-25T16:15:00.000+02:00,nawaz sharif;carsten lillelund pedersen;munir ahmed;seth borenstein;david a rothery;jan m olsen;los angeles;jelle veyt;jenny adhikari;shrish vaidya;sushil koirala;ang tshering
20150425164500-1073,2015-04-25T16:45:00.000+02:00,aggrey tisa sabuni;henry rotich;riek machar;al shabaab;maria kiwanuka;joseph kony
20150425170000-1716,2015-04-25T17:00:00.000+02:00,ian kelman;king birendra shah;daniel mazur;mohan krishna sapkota;alex gavan
20150425174500-823,2015-04-25T17:45:00.000+02:00,
20150425183000-1359,2015-04-25T18:30:00.000+02:00,bob grote;sanjeev ghimire;bhim thapaliya;jotsana neupane
20150425183000-600,2015-04-25T18:30:00.000+02:00,michael j nyenhuis
20150425183000-641,2015-04-25T18:30:00.000+02:00,jagan chapagain;alex gavan;gyanendra kumar shrestha;kamal singh bam;asia pacific;ram baran yadav;dharmu subedi;kari cuelenaere
20150425191500-809,2015-04-25T19:15:00.000+02:00,ed miliband;philip hammond;david cameron;greg smye-rumsby;gyanendra shretha;sebastian lovera;ang tshering;tanya barron
20150425194500-1376,2015-04-25T19:45:00.000+02:00,john kerry;azim afif;abigail hunter;ayal weiner-kaplow;ram sharan mahat;rym momtaz;david arvan;jon williams
20150425194500-627,2015-04-25T19:45:00.000+02:00,gordon janow;azim afif;tenzing norgay;edmund hillary;karly domb sadof;mount kumori;gyanendra shrestha;ang tshering
20150425200000-1019,2015-04-25T20:00:00.000+02:00,john kerry;bernadette meehan
20150425201500-1195,2015-04-25T20:15:00.000+02:00,doug madory
20150425204500-1041,2015-04-25T20:45:00.000+02:00,jim davidson climberjim;jon kedrowski;alex gavan;tiku gurung;dave elmore;jim davidson;alan arnette;alex gavan alex
20150425204500-1504,2015-04-25T20:45:00.000+02:00,narayan shrestha;bishwo adhikari;tulsi maharjan
20150425204500-1544,2015-04-25T20:45:00.000+02:00,james jackson;seth borenstein;david wald;hari ghi
20150425204500-564,2015-04-25T20:45:00.000+02:00,john newsome;carma hassan;narayan shrestha;bishwo adhikari;tulsi maharjan
20150425204500-630,2015-04-25T20:45:00.000+02:00,darbar square;akhilesh yadav
20150425204500-658,2015-04-25T20:45:00.000+02:00,
20150425210000-1405,2015-04-25T21:00:00.000+02:00,nick clegg;ed miliband;philip hammond;david cameron;greg smye-rumsby;gyanendra shretha;tanya barron;ang tshering;sebastian lovera
20150425211500-1412,2015-04-25T21:15:00.000+02:00,bob baffert;kent desormeaux;el kabeir;todd pletcher
20150425211500-470,2015-04-25T21:15:00.000+02:00,rodrigo alvarez
20150425220000-692,2015-04-25T22:00:00.000+02:00,james jackson;seth borenstein;david wald;hari ghi
20150425221500-294,2015-04-25T22:15:00.000+02:00,glomnes johansen;munir ahmed;seth borenstein;vikas swarup;jan m olsen;irina bokova;deepak rauniar;ang tshering;carsten lillelund pedersen;yuvraj khadka;jelle veyt;shiwani neupane;marin clark;shrish vaidya;sushil koirala
20150425223000-1030,2015-04-25T22:30:00.000+02:00,glomnes johansen;munir ahmed;seth borenstein;vikas swarup;jan m olsen;irina bokova;deepak rauniar;ang tshering;carsten lillelund pedersen;yuvraj khadka;jelle veyt;shiwani neupane;marin clark;shrish vaidya;sushil koirala
20150425223000-791,2015-04-25T22:30:00.000+02:00,jon kedrowski;jim davidson;alan arnette;oxfam america
20150425224500-662,2015-04-25T22:45:00.000+02:00,gordon janow;azim afif;tenzing norgay;edmund hillary;karly domb sadof;mount kumori;gyanendra shrestha;dan fredinburg;ang tshering
20150425230000-333,2015-04-25T23:00:00.000+02:00,glomnes johansen;munir ahmed;seth borenstein;vikas swarup;jan m olsen;irina bokova;deepak rauniar;ang tshering;carsten lillelund pedersen;yuvraj khadka;jelle veyt;shiwani neupane;marin clark;shrish vaidya;sushil koirala
20150425233000-1530,2015-04-25T23:30:00.000+02:00,
20150425233000-385,2015-04-25T23:30:00.000+02:00,niranjan shrestha;edmund hillary;tenzing norgay;seth borenstein;paul earle
20150425233000-819,2015-04-25T23:30:00.000+02:00,
20150425234500-755,2015-04-25T23:45:00.000+02:00,mica bevington;uma mysorekar;david cameron;ben pickering;cardinal pietro parolin;jan m olsen;jim fitzgerald;pope francis;michael j nyenhuis;john kerry;hari acharya;julie walker;kurt hunter;karl ritter;neal keny-guyer;angela charlton
20150425004500-583,2015-04-25T00:45:00.000+02:00,john lowe
20150425011500-87,2015-04-25T01:15:00.000+02:00,slavco cadiev;nikola kostov;vele muslim;nebi qena;dalton bennett;shawn pogatchnik;hamed kouyate;elena becatoros;slavica temelkovski
20150425013000-343,2015-04-25T01:30:00.000+02:00,
20150425014500-990,2015-04-25T01:45:00.000+02:00,dameware virtualizing
20150425044500-1392,2015-04-25T04:45:00.000+02:00,
20150425061500-803,2015-04-25T06:15:00.000+02:00,
20150425061500-910,2015-04-25T06:15:00.000+02:00,kathy perkins
20150425070000-38,2015-04-25T07:00:00.000+02:00,
20150425071500-589,2015-04-25T07:15:00.000+02:00,mohammad shahab
20150425073000-794,2015-04-25T07:30:00.000+02:00,mohammad shahab;munir ahmed;minendra rijal;muneeza naqvi
20150425074500-1483,2015-04-25T07:45:00.000+02:00,ben jerry;sandra eskin;barack obama;jeff ventura;mary clare jalonick;david acheson;robert tauxe;john lowe
20150425081500-542,2015-04-25T08:15:00.000+02:00,mohammad shahab;munir ahmed;minendra rijal
20150425083000-1350,2015-04-25T08:30:00.000+02:00,neville lazarus;minendra rijal
20150425084500-573,2015-04-25T08:45:00.000+02:00,ben jerry;sandra eskin;barack obama;jeff ventura;mary clare jalonick;david acheson;robert tauxe;john lowe
20150425091500-1359,2015-04-25T09:15:00.000+02:00,sara andreatta;george illawarra
20150425093000-89,2015-04-25T09:30:00.000+02:00,tenzing norgay;edmund hillary;mt everest;prue smith
20150425094500-1187,2015-04-25T09:45:00.000+02:00,byas ji;nitish kumar
20150425103000-929,2015-04-25T10:30:00.000+02:00,pushpa das
20150425104500-36,2015-04-25T10:45:00.000+02:00,melinda terry;alex breitler;cindy messer
20150425104500-414,2015-04-25T10:45:00.000+02:00,melinda terry;alex breitler;cindy messer
20150425104500-444,2015-04-25T10:45:00.000+02:00,
20150425111500-1093,2015-04-25T11:15:00.000+02:00,yogeshwar misra
20150425111500-877,2015-04-25T11:15:00.000+02:00,raj luitel;queen lalit tripura sundari;bhimsen thapa;minendra rijal
20150425113000-32,2015-04-25T11:30:00.000+02:00,shri pawan chamling;shri nitishkumar;shivraj chouhan
20150425114500-1214,2015-04-25T11:45:00.000+02:00,nawaz sharif;pushpa das;carsten lillelund pedersen;munir ahmed;seth borenstein;jan m olsen;jelle veyt;jenny adhikari;liz satow;ang tshering
20150425120000-115,2015-04-25T12:00:00.000+02:00,
20150425120000-421,2015-04-25T12:00:00.000+02:00,kumar upadhyay
20150425123000-262,2015-04-25T12:30:00.000+02:00,rajnath singh;krishna prasad dhakal;ravindra kumar;sushil koirala
20150425123000-330,2015-04-25T12:30:00.000+02:00,laxmi dhakal;nawaz sharif;pushpa das;carsten lillelund pedersen;munir ahmed;seth borenstein;jan m olsen;jelle veyt;jenny adhikari;liz satow;ang tshering
20150425123000-401,2015-04-25T12:30:00.000+02:00,zeenat aman;amitabh bachchan srbachchan
20150425131500-446,2015-04-25T13:15:00.000+02:00,daniel craig;evan schneider
20150425140000-62,2015-04-25T14:00:00.000+02:00,bhimsen thapa
20150425141500-1019,2015-04-25T14:15:00.000+02:00,tim bradshaw;alex gavan;arjun vajpai;gyanendra kumar shrestha
20150425141500-667,2015-04-25T14:15:00.000+02:00,julie bishop;siobhan heanue;ballantyne forder;priscilla-anne forder;deborah forder
20150425143000-827,2015-04-25T14:30:00.000+02:00,rajnath singh;arun jaitley;ram baran yadav;sushil koirala
20150425144500-1053,2015-04-25T14:45:00.000+02:00,
20150425144500-1744,2015-04-25T14:45:00.000+02:00,nawaz sharif;pushpa das;carsten lillelund pedersen;munir ahmed;seth borenstein;david a rothery;jan m olsen;los angeles;jelle veyt;jenny adhikari;ang tshering
20150425150000-1301,2015-04-25T15:00:00.000+02:00,mamata banerjee;rukban khatun;akhilesh chaturvedi;manglu roy
20150425150000-1321,2015-04-25T15:00:00.000+02:00,abdullah ahmad al-fahad
20150425150000-607,2015-04-25T15:00:00.000+02:00,julie bishop;siobhan heanue;ballantyne forder;priscilla-anne forder;deborah forder
20150425153000-130,2015-04-25T15:30:00.000+02:00,beit habad
20150425161500-729,2015-04-25T16:15:00.000+02:00,ed miliband;gyanendra shretha;david cameron;tanya barron;ang tshering
20150425161500-827,2015-04-25T16:15:00.000+02:00,diana khaddaj;reena vohra
20150425164500-967,2015-04-25T16:45:00.000+02:00,ian kelman;king birendra shah;daniel mazur;mohan krishna sapkota;alex gavan
20150425170000-1577,2015-04-25T17:00:00.000+02:00,
20150425174500-1461,2015-04-25T17:45:00.000+02:00,nawaz sharif;carsten lillelund pedersen;ram sharan mahat;david a rothery;abu dhabi;los angeles;shaikh mohammad;jelle veyt;zayed al nahyan;jenny adhikari;shrish vaidya;sushil koirala;ang tshering
20150425180000-865,2015-04-25T18:00:00.000+02:00,angela merkel;david cameron;jan m olsen;ben pickering;francois hollande;karl ritter;boerge brende;angela charlton
20150425181500-1268,2015-04-25T18:15:00.000+02:00,ranjit rae
20150425181500-76,2015-04-25T18:15:00.000+02:00,kenny perdue
20150425190000-1520,2015-04-25T19:00:00.000+02:00,mamata banerjee;akhilesh yadav;nitish kumar;ajit seth;pawan kumar chamling;shivraj singh chouhan
20150425193000-759,2015-04-25T19:30:00.000+02:00,uttar pradesh gorakhpur;nitish kumar
20150425193000-943,2015-04-25T19:30:00.000+02:00,
20150425194500-343,2015-04-25T19:45:00.000+02:00,pranab mukherjee
20150425200000-1162,2015-04-25T20:00:00.000+02:00,nikolay rochev;sergei donskoi;izhma komi
20150425200000-489,2015-04-25T20:00:00.000+02:00,
20150425203000-623,2015-04-25T20:30:00.000+02:00,nick clegg;ed miliband;philip hammond;david cameron;greg smye-rumsby;gyanendra shretha;tanya barron;ang tshering;sebastian lovera
20150425204500-580,2015-04-25T20:45:00.000+02:00,mary moran
20150425211500-86,2015-04-25T21:15:00.000+02:00,matthew mpoke bigg;kevin liffey
20150425213000-410,2015-04-25T21:30:00.000+02:00,
20150425221500-421,2015-04-25T22:15:00.000+02:00,baltimore sandtown;justice allah;andre bazeman;anthony batts;dante acree;tanya peacher;malik shabazz;leonard patterson
20150425224500-1429,2015-04-25T22:45:00.000+02:00,laura deanovic
20150425224500-1509,2015-04-25T22:45:00.000+02:00,garrett ingoglia;kashish das shrestha
20150425230000-574,2015-04-25T23:00:00.000+02:00,mount manaslu
20150425231500-3,2015-04-25T23:15:00.000+02:00,dan fredinburg
20150425233000-40,2015-04-25T23:30:00.000+02:00,david breashears;harry thapa;jaya shah;dan pokharel;laura crimaldi;srijana maharjan;lokendra yonghang;ellen golbranson;ram dhital;kathy mccabe
20150425233000-820,2015-04-25T23:30:00.000+02:00,raul rangel;carlos furche
20150425011500-1118,2015-04-25T01:15:00.000+02:00,sally jones
20150425013000-183,2015-04-25T01:30:00.000+02:00,garry edwards;mark pearse
20150425023000-392,2015-04-25T02:30:00.000+02:00,almudena calatrava;aerolineas argentinas;jorge vargas;michael ventrice;rodrigo alvarez;eva vergara;luis andres henao;mauricio cuevas;gonzalo keogan;luis hidalgo;puerto montt;leonardo haberkorn
20150425031500-1308,2015-04-25T03:15:00.000+02:00,
20150425031500-449,2015-04-25T03:15:00.000+02:00,
