STATE,YEAR,MONTH,DAY,GLOBAL_COUNT,ENV_COUNT
SZ,2015,3,11,742,31
SZ,2015,11,1,611,2
SZ,2017,3,17,749,
SZ,2017,11,8,988,6
TD,2016,5,22,742,23
TD,2016,11,7,335,14
TH,2015,9,8,3367,107
TH,2015,10,16,3643,14
TH,2016,2,4,1489,15
TH,2016,3,1,1453,70
TH,2017,1,14,568,48
TH,2017,6,14,660,37
TH,2017,10,16,951,32
TH,2017,10,29,569,15
TI,2015,6,3,319,
TI,2015,8,18,53,7
TI,2017,2,14,151,
TI,2017,3,13,66,4
TN,2015,6,29,4,
TN,2016,4,8,12,
TN,2016,4,14,10,
TN,2016,9,14,29,1
TP,2017,10,25,2,
TS,2015,7,8,16,
TS,2015,7,28,15,
TS,2016,3,11,73,
TS,2017,1,27,3,
TU,2015,5,23,2375,6
TU,2015,7,17,4002,
TU,2016,12,15,3439,2
TU,2016,12,20,4308,129
TU,2016,12,29,2893,42
TU,2017,10,16,1981,66
TW,2015,7,31,527,
TW,2017,2,17,849,12
TW,2017,3,19,577,
TW,2017,8,25,512,27
TX,2016,2,7,7,
TX,2017,3,5,30,
TX,2017,3,17,86,7
TX,2017,5,9,9,
TX,2017,5,28,3,
TX,2017,9,21,1,
TZ,2015,11,18,248,
TZ,2016,11,10,274,8
UG,2016,11,15,784,21
UG,2017,3,12,448,27
UG,2017,8,25,371,27
UK,2015,4,4,14785,236
UK,2016,5,19,53181,838
UK,2016,9,26,46650,779
UK,2017,1,26,46537,1003
UK,2017,6,16,45778,416
UP,2015,3,10,487,4
UP,2016,2,23,762,19
UP,2017,3,3,990,9
UP,2017,9,14,652,12
US,2015,3,8,234195,6195
US,2015,8,24,369257,17790
US,2016,3,12,334864,6506
US,2016,6,12,266258,4410
US,2017,2,4,352054,3542
US,2017,2,10,632180,17516
UV,2015,3,15,93,11
UV,2015,3,24,148,11
UV,2015,10,27,120,2
UV,2016,4,1,90,
UY,2016,8,1,1,
UZ,2015,7,2,94,
UZ,2015,10,8,77,
UZ,2015,11,21,2,
UZ,2017,3,13,10,
VC,2016,8,16,94,
VC,2017,2,22,13,1
VC,2017,8,14,7,
VE,2015,9,4,1400,54
VE,2015,11,1,589,15
VE,2016,4,13,232,2
VE,2016,12,29,534,113
VE,2017,1,11,239,
VE,2017,3,2,145,
VE,2017,6,1,95,
VI,2016,3,3,13,
VI,2016,9,23,16,
VI,2017,2,6,14,
VI,2017,3,16,46,
VI,2017,11,16,5,
VM,2015,3,15,274,6
VM,2015,11,8,350,
VM,2016,2,27,552,
VM,2016,10,26,1414,82
VM,2017,9,25,653,38
VM,2017,11,6,740,34
VQ,2017,8,5,23,
VQ,2017,11,15,84,
WA,2015,2,26,235,19
WA,2015,4,11,34,
WA,2015,4,22,439,32
WA,2015,11,10,271,12
WA,2015,11,13,356,5
WA,2015,11,22,17,
WA,2016,3,19,54,3
WA,2016,11,1,215,2
WA,2017,7,2,9,
WS,2015,2,27,200,9
WS,2016,10,22,174,17
WS,2017,1,24,221,17
WZ,2015,5,29,76,
WZ,2015,7,30,44,
WZ,2015,9,10,74,2
WZ,2016,8,17,37,
WZ,2017,4,29,24,
WZ,2017,6,16,45,
WZ,2017,8,24,23,
YM,2015,7,16,7,
YM,2015,11,2,5,
YM,2017,3,10,3,
YM,2017,4,6,36,
ZA,2015,9,20,227,14
ZA,2016,10,11,150,4
ZA,2016,10,20,167,6
ZA,2017,7,28,229,1
ZA,2017,8,13,226,
ZA,2017,10,25,175,
ZI,2015,2,23,1200,40
ZI,2015,3,6,1001,70
ZI,2015,3,18,1236,24
ZI,2015,6,20,599,
ZI,2016,8,12,1749,16
ZI,2017,11,7,1412,2
,2015,8,23,794,
,2015,10,31,538,
,2016,4,6,755,
,2016,6,15,5307,
,2016,10,11,2399,
,2017,4,26,1255,
AC,2016,8,4,5,
AE,2015,8,20,2877,41
AE,2016,7,13,2463,209
AF,2016,1,27,342,
AF,2016,8,3,723,11
AF,2016,9,11,566,2
AG,2016,6,4,20,4
AG,2016,7,18,28,1
AG,2016,8,19,15,
AG,2016,10,27,112,
AG,2017,1,30,5,
AG,2017,8,15,7,
AG,2017,10,24,11,
AG,2017,11,21,26,
AJ,2015,2,22,322,5
AJ,2015,3,3,1240,58
AJ,2015,9,24,504,23
AJ,2015,12,28,799,34
AJ,2016,3,4,1096,12
AJ,2016,12,9,1185,53
AJ,2017,7,15,362,1
AL,2016,4,21,102,
AL,2016,9,4,29,1
AL,2017,5,28,4,
AM,2016,4,28,2223,5
AM,2016,11,6,123,
AM,2017,8,12,305,
AO,2015,8,13,58,
AO,2015,12,23,85,
AO,2016,11,15,213,
AO,2017,10,16,122,
AR,2015,4,24,336,98
AR,2015,7,7,243,6
AR,2015,9,28,154,
AR,2015,10,30,243,2
AR,2016,6,8,280,
AR,2017,6,1,49,31
AR,2017,8,31,28,
AR,2017,9,29,54,
AR,2017,10,17,53,
AS,2015,4,20,56027,3438
AS,2016,8,8,29788,420
AS,2016,8,19,21052,705
AS,2016,9,27,29039,1294
AS,2016,11,4,33328,840
AS,2016,11,19,28504,777
AS,2016,12,2,32015,1252
AS,2017,5,28,24764,659
AU,2016,10,15,2,
AU,2017,1,20,81,
AU,2017,5,1,8,
AV,2015,5,21,1,1
AV,2015,11,16,37,
BA,2015,5,6,320,18
BA,2015,7,19,19,
BA,2015,10,24,141,7
BA,2016,1,9,131,
BA,2017,8,15,168,1
BA,2017,11,20,305,
BB,2015,6,8,159,43
BB,2015,9,9,150,9
BB,2015,10,19,74,
BB,2017,2,17,167,3
BB,2017,2,26,91,1
BB,2017,7,10,84,1
BC,2015,6,18,159,
BC,2016,1,16,4,
BC,2016,12,14,158,6
BC,2017,10,12,45,2
BD,2015,7,29,36,1
BD,2015,11,21,140,
BD,2016,5,11,119,
BE,2016,1,20,57,
BE,2017,3,3,103,
BF,2015,9,15,379,
BF,2016,11,25,285,12
BF,2017,9,15,129,32
BG,2015,2,28,2601,66
BG,2015,11,5,2799,48
BG,2016,3,1,1916,28
BG,2016,8,1,3085,82
BG,2017,6,19,2291,48
BG,2017,8,9,2630,115
BH,2015,2,22,21,
BK,2016,2,1,20,
BK,2016,3,30,2,
BK,2016,6,20,17,
BK,2016,8,11,20,
BK,2017,10,16,2,
BM,2015,6,8,261,1
BM,2016,6,15,391,
BM,2016,8,20,199,1
BM,2016,9,21,410,7
BN,2015,9,19,3,
BN,2015,11,24,18,
BO,2015,12,8,453,
BO,2016,6,25,62,
BO,2016,10,18,285,11
BO,2017,1,9,293,8
BO,2017,11,1,267,4
BP,2015,4,8,93,10
BP,2015,10,14,9,
BP,2015,11,11,42,5
BP,2016,12,21,3,
BR,2015,9,23,91,
BR,2017,3,4,40,3
BT,2015,2,20,50,8
BT,2015,6,13,53,
BT,2015,12,25,13,
BT,2016,2,5,19,
BU,2015,9,27,1173,9
BU,2016,11,14,411,11
BU,2016,12,26,266,3
BU,2017,4,9,155,
BU,2017,5,6,258,
BU,2017,6,18,221,2
BX,2015,10,15,584,31
BX,2016,1,9,225,1
BX,2016,2,2,175,7
BX,2016,7,26,249,2
BX,2016,9,4,210,15
BX,2017,3,9,242,21
BX,2017,3,16,154,5
BX,2017,7,6,107,8
BX,2017,9,11,167,7
BX,2017,9,20,155,1
CA,2015,3,4,19321,1439
CA,2015,5,28,18969,1460
CA,2015,7,22,21860,1064
CA,2015,11,13,24094,988
CA,2017,2,11,12843,552
CA,2017,3,2,29578,1364
CB,2017,4,9,176,
CB,2017,9,13,338,9
CE,2015,5,19,1270,20
CE,2016,1,2,449,28
CE,2016,1,27,1763,4
CE,2016,2,11,1138,33
CE,2016,7,14,1077,64
CE,2017,7,15,1260,23
CE,2017,8,1,842,9
CE,2017,9,22,866,14
CF,2016,4,30,2,
CF,2016,5,18,5,
CG,2017,9,22,5,
CH,2015,8,27,7839,175
CH,2016,4,2,4655,110
CH,2016,6,20,17538,471
CH,2016,7,10,6106,158
CH,2016,7,13,22751,679
CH,2017,8,3,7185,224
CI,2016,2,22,1,1
CI,2016,6,21,2,
CI,2016,12,8,30,1
CI,2017,1,11,20,
CI,2017,2,20,44,
CI,2017,4,10,21,
CJ,2015,2,24,197,12
CJ,2015,3,8,11,
CJ,2016,1,5,154,6
CJ,2016,2,3,159,36
CM,2015,6,15,56,
CM,2015,6,22,72,3
CM,2016,4,6,78,
CM,2017,2,21,42,
CM,2017,4,17,16,
CO,2015,4,16,35,
CO,2015,6,9,52,
CO,2015,6,10,48,2
CO,2016,3,9,91,5
CS,2017,3,23,114,2
CT,2016,9,2,3,
CU,2015,3,10,444,1
CU,2015,6,27,228,
CU,2016,6,21,256,5
CU,2016,8,21,138,
CU,2017,4,12,380,19
CU,2017,4,22,191,1
CU,2017,9,30,76,8
CW,2015,12,22,7,
CW,2017,8,22,31,
CY,2015,4,26,160,2
CY,2015,7,16,714,
DA,2015,2,19,65,
DA,2015,3,24,52,
DA,2015,6,17,6,
DA,2016,5,2,176,1
DA,2016,7,18,24,1
DA,2017,2,22,36,
DA,2017,11,1,31,
DJ,2015,3,3,31,
DJ,2017,1,20,45,
DO,2015,10,14,14,8
DO,2016,1,23,2,
DO,2017,1,12,24,
DR,2016,1,28,36,
DR,2016,4,21,6,
DR,2016,8,20,12,
EC,2015,12,12,10,
EC,2016,2,13,39,
EC,2016,11,1,21,
EC,2017,9,26,4,
EC,2017,11,4,6,
EG,2015,7,28,1269,6
EG,2015,10,3,956,12
EG,2015,10,25,1464,12
EG,2016,2,27,722,
EG,2016,2,28,1147,14
EG,2017,7,3,679,14
EI,2015,4,24,4413,89
EI,2015,9,7,4655,35
EI,2015,10,10,2501,22
EI,2016,4,5,4902,35
EI,2016,6,11,2450,106
EI,2017,11,13,3258,80
EN,2016,7,22,55,
EN,2016,8,26,78,
EN,2017,5,31,46,
EN,2017,6,4,7,
EN,2017,6,17,9,
ER,2016,3,18,144,22
ER,2017,7,6,1,
ET,2015,8,19,410,
ET,2015,9,6,473,42
ET,2015,9,10,440,15
ET,2016,6,10,161,
ET,2016,12,18,108,1
EZ,2015,11,28,190,
EZ,2016,3,30,325,4
EZ,2016,11,29,236,
EZ,2017,9,25,140,
FI,2015,5,9,28,
FI,2015,8,2,17,
FI,2015,8,21,47,
FI,2015,12,14,52,11
FI,2016,11,21,29,1
FI,2017,1,21,41,
FJ,2015,8,2,174,1
FJ,2015,9,9,377,14
FJ,2016,3,22,431,41
FJ,2017,6,4,355,10
FM,2016,2,16,14,
FM,2016,11,25,15,
FM,2017,5,21,32,
FR,2015,5,23,313,23
FR,2016,2,14,803,12
FR,2016,9,15,1507,29
FR,2016,10,1,905,157
FR,2017,6,24,598,15
FR,2017,10,23,1087,29
GA,2015,7,28,334,
GA,2015,12,19,33,
GA,2017,9,2,55,
GG,2016,9,13,221,
GG,2016,9,29,159,2
GG,2017,10,5,239,11
GH,2015,7,4,2818,22
GH,2015,8,5,3390,267
GH,2015,11,25,4312,102
GH,2016,7,4,2511,90
GH,2016,9,28,3194,79
GH,2017,2,7,3909,149
GH,2017,6,2,3313,85
GI,2015,3,22,2,
GI,2016,4,19,60,
GI,2016,7,7,40,
GI,2016,12,8,35,
GI,2017,4,6,62,
GI,2017,6,8,109,
GI,2017,9,8,31,
GJ,2015,8,18,13,
GJ,2015,10,24,21,
GJ,2016,9,18,6,
GJ,2017,8,25,43,
GL,2015,3,31,18,10
GL,2015,10,9,22,5
GM,2015,8,14,1715,76
GM,2015,10,26,1746,97
GM,2017,1,2,702,2
GM,2017,2,1,1788,35
GM,2017,5,7,530,10
GQ,2015,2,27,488,1
GQ,2015,7,22,167,6
GQ,2015,8,5,143,32
GQ,2016,10,1,36,
GQ,2016,11,11,146,
GR,2015,11,13,791,14
GR,2016,9,22,1855,6
GR,2017,3,29,424,13
GV,2016,5,26,8,
GV,2017,3,10,13,
GY,2015,5,25,330,3
GY,2015,7,4,334,
GY,2016,7,16,311,16
GY,2017,2,14,388,2
HA,2015,4,26,9,
HA,2015,12,3,12,1
HA,2016,12,24,25,
HA,2017,4,30,1,
HA,2017,7,5,30,
HK,2015,4,12,48,
HK,2015,11,24,210,4
HK,2015,12,22,67,
HK,2017,7,21,61,
HK,2017,11,17,144,
HR,2016,8,8,7,
HU,2015,4,20,121,
HU,2016,2,10,93,
HU,2017,10,30,117,13
IC,2015,3,30,36,6
IC,2015,4,27,24,
IC,2016,5,21,69,7
ID,2015,3,26,983,52
ID,2015,4,17,1240,27
ID,2015,11,7,560,27
ID,2016,9,12,429,4
ID,2016,12,14,937,31
ID,2017,9,21,602,23
IM,2015,3,22,12,
IM,2015,5,17,17,
IM,2016,5,15,8,6
IM,2017,6,27,12,
IN,2015,5,8,28702,835
IN,2016,3,23,39850,370
IN,2017,4,15,27986,451
IN,2017,9,4,31934,1357
IO,2015,5,7,1,
IO,2015,11,13,15,9
IO,2016,2,4,17,1
IO,2016,7,22,83,
IO,2016,11,18,2,
IR,2015,6,1,668,7
IR,2015,10,27,1240,54
IR,2016,7,11,5162,145
IR,2016,8,27,3916,81
IR,2017,4,28,1820,24
IR,2017,7,5,2129,22
IR,2017,9,21,3744,35
IS,2015,4,17,5293,66
IS,2017,1,14,9201,6
IS,2017,9,14,10333,174
IT,2015,4,3,519,1
IT,2016,11,22,639,10
IT,2017,1,30,972,
IT,2017,3,20,703,7
IZ,2015,3,24,1162,30
IZ,2015,5,22,534,13
IZ,2015,7,23,807,
IZ,2016,1,17,542,21
IZ,2016,12,17,814,17
IZ,2017,4,12,823,
IZ,2017,9,11,375,5
IZ,2017,10,19,875,8
JA,2015,10,29,1788,90
JA,2016,3,30,1449,27
JA,2016,9,17,1261,31
JA,2017,7,20,1326,16
JA,2017,10,7,903,34
JM,2015,4,18,598,23
JM,2015,12,6,399,30
JM,2016,7,24,535,
JM,2016,8,30,930,8
JO,2015,9,1,416,1
JO,2016,6,22,307,
JO,2016,8,2,334,18
JO,2016,12,12,232,
KE,2015,7,8,1350,17
KE,2016,7,30,1061,9
KE,2016,9,8,2260,5
KE,2017,3,2,2195,10
KG,2016,4,5,155,1
KG,2017,7,28,151,
KG,2017,10,28,94,2
KN,2015,11,15,2,
KN,2016,11,7,255,17
KN,2016,11,26,193,
KN,2016,12,20,800,
KN,2017,1,21,229,8
KN,2017,2,11,742,19
KN,2017,4,11,13,
KN,2017,8,7,61,
KN,2017,11,9,35,
KS,2015,12,3,1953,89
KS,2017,3,13,1887,10
KS,2017,5,29,1658,6
KS,2017,7,5,1070,13
KU,2015,5,28,517,6
KU,2016,3,4,458,
KU,2016,6,9,301,5
KU,2016,11,3,61,
KU,2017,4,21,171,33
KU,2017,6,9,230,
KU,2017,8,26,390,13
KV,2015,8,11,50,2
KV,2016,1,17,81,5
KV,2016,8,5,5,
KV,2017,11,19,11,5
KZ,2015,3,14,97,1
KZ,2015,4,13,59,4
KZ,2016,9,17,55,
KZ,2017,1,30,55,
LA,2015,5,22,9,
LA,2016,8,25,3,
LA,2017,8,7,26,
LE,2016,4,8,1480,41
LG,2015,10,1,63,18
LG,2015,11,4,189,
LG,2016,4,6,237,2
LG,2017,1,18,476,19
LG,2017,10,8,81,
LH,2016,4,6,7,
LH,2017,1,10,10,
LH,2017,2,23,49,
LH,2017,4,13,17,
LH,2017,11,6,108,
LI,2015,4,4,23,
LI,2015,10,21,103,
LI,2015,12,24,219,1
LI,2016,3,25,593,
LI,2016,6,19,192,
LI,2017,5,22,260,
LI,2017,11,11,83,
LO,2015,9,16,69,
LO,2017,6,18,24,
LO,2017,11,17,12,
LT,2016,3,4,106,3
LT,2017,2,23,3,
LU,2015,5,31,11,
LU,2016,9,18,22,
LU,2016,12,13,53,1
LU,2017,4,11,70,
LU,2017,4,13,68,3
LU,2017,10,4,205,34
LY,2016,12,21,114,13
LY,2017,1,16,39,
LY,2017,9,1,23,
MC,2016,3,28,20,
MC,2016,6,6,110,4
MC,2017,9,13,174,
MD,2017,1,27,44,
MG,2015,8,13,4,
MH,2016,1,19,38,
MH,2016,9,16,2,
MH,2017,7,17,29,
MI,2015,5,27,113,8
MI,2016,1,1,93,11
MI,2016,1,6,210,5
MI,2016,3,24,248,9
MI,2016,3,25,182,14
MI,2016,7,15,243,9
MI,2016,9,19,187,
MI,2017,3,1,182,7
MJ,2015,9,16,21,
MJ,2016,1,13,9,
MJ,2016,11,3,21,
MJ,2017,4,6,2,
MJ,2017,5,26,4,
MK,2015,5,15,231,
MK,2016,7,3,40,
MK,2017,1,21,374,3
MK,2017,9,2,27,
ML,2015,3,31,2,
MN,2016,10,25,5,
MN,2017,9,16,16,
MO,2015,2,27,67,7
MO,2015,8,1,45,
MO,2016,1,6,149,3
MO,2016,10,3,63,2
MO,2016,11,13,194,33
MO,2016,12,4,68,
MO,2016,12,21,47,
MP,2015,9,11,102,2
MP,2016,1,12,22,
MP,2017,4,20,14,
MP,2017,5,9,4,
MP,2017,9,29,101,6
MT,2015,8,18,544,13
MT,2015,10,3,325,1
MT,2015,12,20,421,
MT,2016,5,22,601,1
MT,2016,10,16,364,3
MT,2017,6,21,375,
MT,2017,11,21,461,2
MU,2015,4,3,575,31
MU,2015,12,2,139,20
MU,2016,12,26,579,13
MU,2017,9,21,185,6
MV,2015,5,7,255,
MV,2016,6,2,31,
MV,2016,9,21,29,
MV,2017,9,13,63,
MV,2017,9,16,43,
MX,2017,1,9,371,9
MX,2017,9,11,142,22
MY,2015,12,9,5646,196
MY,2016,1,13,5705,229
MY,2016,7,16,6651,74
MY,2016,10,10,6342,222
MY,2017,4,1,2882,103
MZ,2015,9,19,3,
MZ,2015,9,26,39,
NH,2016,4,20,39,2
NH,2016,5,1,34,
NH,2016,6,18,19,
NH,2016,6,26,64,
NH,2016,12,29,13,
NH,2017,8,3,15,1
NI,2015,3,19,11546,266
NI,2017,5,6,8432,251
NL,2015,3,8,14,
NL,2015,12,5,29,
NL,2016,2,8,177,11
NL,2016,6,21,248,2
NL,2016,7,4,127,2
NL,2016,9,12,216,19
NL,2017,6,18,31,
NL,2017,8,6,18,
NO,2015,4,28,161,53
NO,2015,12,7,238,26
NO,2016,4,30,47,10
NO,2016,10,20,56,1
NO,2016,10,26,144,2
NP,2017,2,25,865,1
NP,2017,4,6,349,6
NP,2017,8,18,597,81
NS,2015,8,17,15,
NS,2015,11,13,1,
NS,2016,11,2,5,
NZ,2015,8,12,3518,169
NZ,2015,9,3,4222,169
NZ,2015,11,1,2279,63
NZ,2016,12,4,1438,50
NZ,2016,12,13,3846,252
NZ,2017,5,25,2468,77
NZ,2017,7,27,2760,88
OD,2015,10,19,107,
OD,2016,2,3,139,
PE,2015,7,15,35,
PE,2016,2,11,28,
PE,2016,8,19,30,
PE,2016,9,8,47,
PE,2016,9,20,186,13
PE,2016,10,20,32,
PE,2017,5,2,41,
PE,2017,7,6,2,2
PE,2017,8,21,24,
PK,2016,1,13,10078,110
PK,2016,10,21,6918,84
PK,2016,12,3,8356,162
PK,2017,2,24,7427,109
PL,2015,3,8,6,
PL,2016,4,30,19,
PL,2016,5,22,54,
PL,2016,6,24,162,
PL,2016,7,11,232,
PL,2016,12,13,240,1
PM,2015,7,29,54,
PM,2015,8,1,9,
PM,2015,11,27,9,
PM,2016,1,24,15,
PM,2016,12,2,29,
PM,2017,2,27,15,
PM,2017,5,18,46,13
PM,2017,7,9,4,
PM,2017,8,29,34,
PO,2015,2,26,29,
PO,2015,7,16,10,2
PO,2016,2,21,2,
PO,2016,11,6,4,
PO,2017,2,6,16,
PO,2017,7,24,10,
PP,2015,10,13,60,1
PP,2017,4,27,96,38
PP,2017,7,17,74,
QA,2016,2,29,2660,23
QA,2016,7,23,1209,20
QA,2016,8,13,1184,40
QA,2016,8,14,1597,49
QA,2017,5,24,860,32
RB,2015,12,22,137,
RB,2016,7,17,15,
RB,2016,8,30,133,
RB,2016,12,7,206,
RI,2015,3,1,51,
RI,2015,10,3,52,1
RI,2015,10,10,55,
RI,2015,10,15,180,2
RI,2015,11,12,105,
RI,2016,4,9,109,
RI,2017,4,5,344,
RI,2017,8,8,231,
RO,2015,9,11,293,
RO,2017,4,18,233,7
RO,2017,11,22,292,
RP,2015,4,28,5578,257
RP,2015,11,27,6901,177
RP,2016,3,21,6808,163
RP,2016,5,22,4498,65
RP,2017,1,26,7598,406
RP,2017,2,15,8728,503
RQ,2016,3,27,1,
RS,,,,134,
RS,2015,2,18,231,59
RS,2016,4,21,7070,2383
RS,2016,6,30,8213,2743
RW,2015,4,22,283,5
RW,2015,6,23,295,
RW,2015,6,29,149,10
RW,2016,2,6,206,2
RW,2016,6,16,260,2
RW,2016,6,20,460,
RW,2016,9,4,26,3
RW,2016,12,2,221,12
RW,2017,8,1,104,
RW,2017,8,25,60,
SA,2015,8,21,987,18
SA,2015,11,30,1080,53
SA,2016,7,30,667,
SA,2016,12,17,934,20
SA,2017,6,7,1547,39
SA,2017,6,12,1138,10
SA,2017,9,18,1708,33
SC,2015,6,7,2,
SE,2017,8,23,22,5
SF,2015,9,3,7646,483
SF,2016,11,22,6923,220
SF,2017,1,22,3437,119
SG,2015,4,4,23,6
SG,2017,3,16,68,
SI,2015,2,26,19,
SI,2015,10,17,13,
SI,2017,5,26,51,5
SI,2017,11,1,17,
SL,2015,12,22,96,
SL,2016,11,4,33,5
SN,2015,2,25,2354,52
SN,2015,7,18,2185,17
SN,2015,8,7,1749,26
SN,2015,12,23,2235,39
SN,2016,4,19,2371,115
SN,2016,5,14,1326,41
SO,2016,6,25,321,
SO,2016,9,23,365,
SO,2017,1,9,392,17
SO,2017,3,21,562,3
SP,2015,7,13,814,17
SP,2016,1,25,609,4
ST,2016,1,7,51,4
ST,2017,1,25,105,11
ST,2017,6,2,75,3
ST,2017,7,9,180,
SU,2015,5,13,660,
SU,2016,2,3,347,6
SU,2016,6,15,244,
SU,2016,9,12,229,2
SU,2017,2,23,263,9
SU,2017,3,31,420,28
SU,2017,7,9,358,
SU,2017,11,8,419,
SW,2015,7,27,150,7
SW,2016,9,14,335,
SW,2016,9,23,189,
SX,2016,1,20,1,
SY,2015,2,20,5210,197
SY,2015,12,16,3399,121
SY,2016,9,30,11988,153
SY,2016,11,14,3417,47
SY,2017,9,2,1140,39
SY,2017,9,9,1852,60
SY,2017,10,10,3029,106
SZ,2015,5,8,713,
SZ,2017,6,9,381,2
SZ,2017,8,27,347,51
SZ,2017,10,6,785,4
TD,2015,6,6,222,7
TD,2015,7,21,572,
TD,2015,8,23,317,
TD,2015,11,30,220,
TD,2016,4,10,243,
TD,2016,5,10,497,
TD,2016,7,2,300,
TD,2016,9,5,1000,14
TH,2016,3,19,1083,17
TH,2016,9,21,1270,58
TH,2016,12,8,1077,74
TH,2017,5,6,548,4
TH,2017,6,5,974,3
TI,2015,5,31,12,
TI,2016,12,13,85,
TI,2016,12,22,75,
TI,2017,4,27,73,
TK,2016,9,26,40,
TN,2017,2,23,62,
TO,2015,5,28,3,
TO,2016,4,23,5,
TP,2017,6,25,1,
TP,2017,7,25,1,
TS,2017,2,15,7,
TU,2015,5,28,4256,78
TU,2017,1,1,1321,3
TU,2017,1,3,3018,6
TU,2017,6,17,2019,4
TW,2016,2,28,614,
TW,2016,6,21,776,6
TW,2016,7,14,872,8
TW,2017,2,23,683,13
TW,2017,7,2,433,23
TW,2017,9,11,428,5
TX,2015,2,23,13,
TX,2015,4,26,60,
TX,2016,4,4,5,
TX,2016,8,19,2,
TX,2016,10,17,13,
TX,2017,1,22,6,
TX,2017,10,20,10,
TZ,2015,5,14,239,
TZ,2016,3,13,308,
TZ,2016,5,26,572,1
TZ,2017,1,14,207,4
TZ,2017,6,20,433,6
UG,2015,2,23,571,10
UG,2015,6,1,707,55
UG,2015,12,28,479,30
UG,2016,9,6,946,10
UG,2016,12,5,650,
UG,2017,1,2,588,
UG,2017,2,14,707,4
UG,2017,2,27,747,11
UG,2017,6,4,508,1
UK,2015,3,2,33886,1012
UK,2015,3,25,33008,814
UK,2016,3,2,31212,628
UK,2016,4,6,33850,637
UK,2016,5,1,23175,1159
UK,2017,6,13,48713,752
UP,2015,9,23,631,21
UP,2015,11,4,588,7
UP,2016,5,11,597,13
UP,2017,5,1,255,6
UP,2017,5,7,202,
UP,2017,11,22,580,10
US,,,,25598,
US,2015,2,18,23913,854
US,2016,4,23,296477,19638
US,2016,5,10,486326,17964
US,2016,7,7,532439,10927
US,2016,7,27,564760,12571
US,2016,12,2,432496,15713
US,2017,2,26,254891,6602
UV,2015,7,23,84,2
UY,2015,9,26,1,
UZ,2015,9,5,18,
UZ,2015,10,25,48,1
UZ,2016,6,3,29,
UZ,2016,7,26,1,
UZ,2017,10,2,29,
VC,2016,3,24,15,
VC,2016,7,27,2,
VC,2016,9,10,9,1
VE,2015,6,14,171,
VE,2015,6,23,265,
VE,2015,12,30,187,16
VE,2016,8,11,352,20
VE,2016,12,5,397,1
VI,2016,9,1,19,
VI,2016,9,13,21,
VI,2017,11,21,16,2
VM,2015,3,6,777,10
VM,2015,5,16,434,
VM,2017,2,28,1403,48
VQ,2016,2,28,4,
VQ,2016,6,23,46,
VQ,2016,9,15,24,
VQ,2016,12,4,62,
VQ,2017,1,20,105,
VQ,2017,10,28,32,
VT,2015,6,20,148,
VT,2016,11,24,135,25
VT,2017,1,26,105,6
VT,2017,8,7,76,
VT,2017,9,14,191,
VT,2017,9,18,66,1
WA,2015,5,28,353,39
WA,2016,1,13,339,
WA,2016,6,1,59,
WA,2017,4,19,186,
WS,2015,8,25,249,
WS,2016,3,30,181,2
WS,2017,8,31,166,9
WZ,2015,4,12,114,
WZ,2017,6,25,39,
YM,2015,4,21,61,
YM,2015,6,14,86,
YM,2016,9,16,15,
YM,2016,11,17,133,
YM,2017,6,21,18,
YM,2017,8,29,5,
ZA,2015,6,24,250,1
ZA,2015,6,29,530,19
ZA,2015,7,21,497,9
ZA,2015,9,13,333,
ZA,2016,2,12,273,5
ZA,2016,3,13,572,
ZA,2016,11,8,52,
ZA,2017,2,6,280,50
ZA,2017,4,15,71,1
ZA,2017,8,19,171,4
ZA,2017,9,10,124,8
ZA,2017,11,21,200,4
ZI,2016,4,22,1183,5
ZI,2016,7,31,863,10
ZI,2017,4,3,1663,42
ZI,2017,6,18,884,4
ZI,2017,9,21,1040,43
,2015,6,19,1080,
,2015,8,20,1027,
,2016,1,8,940,
,2016,2,17,1461,
,2017,2,17,1715,
,2017,7,24,1146,
AC,2016,10,11,3,
AE,2015,3,24,5159,179
AE,2015,4,4,3148,94
AE,2015,5,18,4287,246
AE,2015,10,23,3553,116
AE,2016,1,23,2460,172
AE,2016,3,29,3466,183
AE,2016,8,28,2192,132
AE,2016,11,30,3355,265
AE,2017,4,17,2451,66
AE,2017,7,25,2042,76
AF,2015,9,30,610,
AF,2015,11,16,574,
AF,2016,9,19,2483,29
AF,2017,1,7,1063,43
AG,2017,9,7,2,
AJ,2015,6,27,326,20
AJ,2015,8,16,67,
AJ,2015,9,12,724,20
AJ,2015,9,19,520,14
AJ,2016,11,7,2081,87
AJ,2016,12,1,1254,30
AJ,2017,1,30,1164,8
AL,2015,8,2,28,
AL,2015,8,5,37,
AL,2016,1,25,46,4
AL,2016,5,16,110,
AL,2016,7,14,140,
AL,2017,11,17,107,
AM,2015,11,20,2039,6
AM,2016,4,1,2192,69
AM,2016,5,8,131,
AM,2017,2,16,1222,16
AM,2017,8,23,844,2
AO,2015,6,5,50,
AO,2015,7,9,103,
AO,2015,12,1,127,3
AO,2016,2,6,137,
AO,2017,1,9,210,
AO,2017,6,28,121,
AO,2017,9,21,128,5
AO,2017,10,8,10,
AR,2015,5,12,390,2
AR,2015,6,9,239,
AR,2016,5,3,133,2
AR,2016,8,11,274,27
AR,2016,9,5,449,2
AR,2016,10,10,51,1
AR,2017,7,18,47,
AS,2015,2,28,36242,695
